incident,date-time,year,date-no year,location,res hall,alcohol
CALLS FOR SERVICE,11/21/16 14:03,2016,11/21,DAVIS WALTER R LIBRARY UNC,NA,
SUSPICIOUS CONDITION (NON-CRIMINAL),11/21/16 16:11,2016,11/21,PUBLIC SAFETY BUILDING UNC,NA,
EMS ASSIST,11/21/16 16:13,2016,11/21,GREENLAW UNC,NA,
TRESPASSING,11/21/16 16:53,2016,11/21,HEALTH SCIENCES LIBRARY UNC,NA,
ALCOHOL - UNDERAGE CONSUMPTION,11/21/16 18:40,2016,11/21,PARKER RES HALL UNC,RES HALL,ALCOHOL - UNDERAGE CONSUMPTION
ASSAULT - COMMUNICATE THREATS,11/21/16 19:47,2016,11/21,RAMS HEAD DINING HALL UNC,NA,
EMS ASSIST,11/21/16 22:05,2016,11/21,COBB RES HALL UNC,RES HALL,
,11/21/17 0:00,2017,11/21,MORRISON CIRCLE PARKING LOT UNC,NA,
,11/21/17 0:00,2017,11/21,EHRINGHAUS PARKING LOT UNC,NA,
B&E NON-FORCED ENTRY,11/21/17 1:09,2017,11/21,RAMS VILLAGE,NA,
LOST PROPERTY,11/21/17 10:09,2017,11/21,MEMORIAL HALL UNC,NA,
LARCENY - FROM BUILDING,11/21/17 13:51,2017,11/21,SITTERSON COMP SCI CTR UNC,NA,
INFORMATIONAL,11/21/17 21:37,2017,11/21,AIRPORT DR,NA,
EMS ASSIST,11/21/17 3:49,2017,11/21,MORRISON RES HALL UNC,RES HALL,
HARASSMENT,11/22/13 0:00,2013,11/22,STILWELL KANSAS,NA,
,11/22/13 0:00,2013,11/22,COUNTRY CLUB / GHIMGHOUL,NA,
,11/22/13 0:00,2013,11/22,HWY 54 PARKING BOOTH UNC,NA,
,11/22/13 0:00,2013,11/22,SOUTH RD/COUNTRY CLUB RD,NA,
,11/22/13 0:00,2013,11/22,S COLUMBIA ST / MASON FARM RD,NA,
ALCOHOL - ALL OTHER LIQUOR LAW VIOLATION,11/22/13 0:51,2013,11/22,CARMICHAEL RES HALL UNC,RES HALL,ALCOHOL - ALL OTHER LIQUOR LAW VIOLATION
EMS ASSIST,11/22/13 13:33,2013,11/22,GRAHAM MEMORIAL UNC,NA,
LARCENY - FROM BUILDING,11/22/13 15:22,2013,11/22,WOOLLEN GYM UNC,NA,
DISTURBANCE/VERBAL,11/22/13 23:01,2013,11/22,MCCAULEY LN,NA,
,11/22/14 0:00,2014,11/22,PUBLIC SAFETY BUILDING UNC,NA,
EMS ASSIST,11/22/14 14:54,2014,11/22,CENTER FOR DRAMATIC ARTS UNC,NA,
EMS ASSIST,11/22/14 23:38,2014,11/22,MORRISON RES HALL UNC,RES HALL,
LARCENY - FROM BUILDING,11/22/14 3:06,2014,11/22,GRAHAM STUDENT UNION UNC,NA,
B & E FORCIBLE ENTRY,11/22/15 0:00,2015,11/22,BERNARD ST,NA,
,11/22/15 0:00,2015,11/22,PHILLIPS UNC,NA,
EMS ASSIST,11/22/15 1:20,2015,11/22,CRAIGE RES HALL UNC,RES HALL,
EMS ASSIST,11/22/15 17:20,2015,11/22,COBB RES HALL UNC,RES HALL,
CALLS FOR SERVICE,11/22/15 3:07,2015,11/22,PUBLIC SAFETY BUILDING UNC,NA,
VANDALISM / PROPERTY DAMAGE,11/22/15 9:13,2015,11/22,DEY UNC,NA,
,11/22/16 0:00,2016,11/22,PITTSBORO ST / W CAMERON AVE,NA,
,11/22/16 0:00,2016,11/22,CRAIGE PARKING DECK UNC,NA,
,11/22/16 0:00,2016,11/22,FRIDAY CENTER UNC,NA,
,11/22/16 0:00,2016,11/22,RAM VILLAGE 5 AT 520 WILLIAMSON UNC,NA,
,11/22/16 0:00,2016,11/22,FRIDAY CENTER UNC,NA,
LARCENY - FROM BUILDING,11/22/16 8:24,2016,11/22,GENERAL STOREROOM UNC,NA,
,11/22/17 0:00,2017,11/22,AMBULATORY CARE CENTER UNC,NA,
FOUND PROPERTY,11/22/17 8:47,2017,11/22,AMBULATORY CARE CENTER UNC,NA,
,11/23/13 0:00,2013,11/23,KOURY ORAL HEALTH SCIENCES BLDG UNC,NA,
,11/23/13 0:00,2013,11/23,MANNING AT FP,NA,
,11/23/13 0:00,2013,11/23,FETZER GYM ROBERT A UNC,NA,
,11/23/13 0:00,2013,11/23,RAL ST AT SPENCER,NA,
,11/23/13 0:00,2013,11/23,S COLUMBIA AND MCCAULEY ST,NA,
RAPE - FORCIBLE,11/23/13 10:07,2013,11/23,ODUM VILLAGE UNC,NA,
EMS ASSIST,11/23/13 11:26,2013,11/23,MANNING DR,NA,
POSSESSION OF LESS THAN 1/2 OZ MARIJUANA,11/23/13 12:21,2013,11/23,EHRINGHAUS TRAIL,NA,
EMS ASSIST,11/23/13 15:30,2013,11/23,STUDENT RECREATION CENTER UNC,NA,
PROPERTY DAMAGE,11/23/13 19:44,2013,11/23,GENOMIC SCIENCES RESEARCH UNC,NA,
HARASSMENT BY PHONE,11/23/14 0:00,2014,11/23,HINTON JAMES,NA,
UNAUTHORIZED CONVEYANCE,11/23/14 17:55,2014,11/23,DOGWOOD PARKING DECK UNC,NA,
ASSIST OTHER AGENCY,11/23/14 2:03,2014,11/23,N COLUMBIA ST,NA,
PROPERTY DAMAGE,11/23/14 2:57,2014,11/23,E CAMERON AVE,NA,
INFORMATIONAL,11/23/14 20:03,2014,11/23,GRAHAM STUDENT UNION UNC,NA,
EMS ASSIST,11/23/14 21:59,2014,11/23,BOSHAMER PARKING LOT UNC,NA,
WELL-BEING CHECK,11/23/14 3:45,2014,11/23,CONNOR RES HALL UNC,RES HALL,
ALCOHOL - UNDERAGE CONSUMPTION,11/23/14 4:59,2014,11/23,EHRINGHAUS RES HALL,RES HALL,ALCOHOL - UNDERAGE CONSUMPTION
ALCOHOL - UNDERAGE CONSUMPTION,11/23/14 5:30,2014,11/23,TEAGUE RES HALL UNC,RES HALL,ALCOHOL - UNDERAGE CONSUMPTION
CLERY - ALLEGATION OF STALKING,11/23/15 0:00,2015,11/23,DEY UNC,NA,
,11/23/15 0:00,2015,11/23,ITS MANNING UNC,NA,
,11/23/15 0:00,2015,11/23,SECU / PITTSBORO,NA,
,11/23/15 0:00,2015,11/23,STADIUM DR/SOUTH RD,NA,
,11/23/15 0:00,2015,11/23,PITTSBORO ST,NA,
SUSPICIOUS CONDITION (NON-CRIMINAL),11/23/15 14:03,2015,11/23,VANCE UNC,NA,
ASSAULT - ALL OTHER SIMPLE ASSAULT,11/23/16 0:00,2016,11/23,TAYLOR RES HALL UNC,RES HALL,
LARCENY OF BICYCLE,11/23/16 15:10,2016,11/23,DANIELS STUDENT STORES UNC,NA,
LOST PROPERTY,11/23/16 16:18,2016,11/23,AYCOCK RES HALL UNC,RES HALL,
VOLUNTARY COMMITMENT,11/23/17 17:37,2017,11/23,MORRISON CIRCLE PARKING LOT UNC,NA,
ALCOHOL - UNDERAGE CONSUMPTION,11/24/13 0:00,2013,11/24,CRAIGE NORTH RES HALL UNC,RES HALL,ALCOHOL - UNDERAGE CONSUMPTION
SIMPLE ASSAULT,11/24/13 0:00,2013,11/24,CAROLINA INN UNC,NA,
WELL-BEING CHECK,11/24/13 0:00,2013,11/24,RAMS VILLAGE,NA,
ALCOHOL - UNDERAGE CONSUMPTION,11/24/13 1:43,2013,11/24,KOURY RES HALL UNC,RES HALL,ALCOHOL - UNDERAGE CONSUMPTION
ALCOHOL - UNDERAGE CONSUMPTION,11/24/13 1:49,2013,11/24,AVERY RES HALL UNC,RES HALL,ALCOHOL - UNDERAGE CONSUMPTION
ALCOHOL - UNDERAGE CONSUMPTION,11/24/13 2:36,2013,11/24,ALEXANDER RES HALL UNC,RES HALL,ALCOHOL - UNDERAGE CONSUMPTION
,11/24/14 0:00,2014,11/24,MANNING DR / PAUL HARDIN DR,NA,
,11/24/14 0:00,2014,11/24,CAROLINA INN UNC,NA,
,11/24/14 0:00,2014,11/24,MANNING PARKING LOT UNC,NA,
,11/24/14 0:00,2014,11/24,SOUTH COLUMBIA/WEST CAMERON,NA,
INFORMATIONAL,11/24/14 10:12,2014,11/24,KENAN CENTER UNC,NA,
LARCENY - FROM BUILDING,11/24/14 11:05,2014,11/24,PEABODY UNC,NA,
LOST PROPERTY,11/24/14 13:17,2014,11/24,HOUSE LIBRARY R B UNC,NA,
LARCENY OF A 30 DAY PLATE,11/24/14 16:54,2014,11/24,S11 BOWLES PARKING LOT UNC,NA,
VANDALISM / PROPERTY DAMAGE,11/24/14 9:31,2014,11/24,NAVAL ARMORY UNC,NA,
,11/24/15 0:00,2015,11/24,MORRISON CIRCLE PARKING LOT UNC,NA,
,11/24/15 0:00,2015,11/24,RALEIGH ST / E CAMERON AVE,NA,
EMS ASSIST,11/24/15 10:13,2015,11/24,KENAN CENTER UNC,NA,
ASSIST OTHER AGENCY,11/24/15 14:54,2015,11/24,MUNICIPAL DR,NA,
VEHICLE FIRE,11/24/15 15:04,2015,11/24,RALEIGH ST/SOUTH RD,NA,
SUSPICIOUS CONDITION (CRIMINAL),11/24/15 18:10,2015,11/24,HIBBARD DR,NA,
ATTEMPTED SUICIDE,11/24/15 2:27,2015,11/24,EHRINGHAUS RES HALL,RES HALL,
EMS ASSIST,11/24/16 0:00,2016,11/24,CAROLINA INN UNC,NA,
VANDALISM / PROPERTY DAMAGE,11/24/17 16:53,2017,11/24,HIBBARD DR,NA,
EMS ASSIST,11/24/17 23:46,2017,11/24,RONALD MCDONALD HOUSE UNC,NA,
FOUND PROPERTY,11/24/17 5:05,2017,11/24,DEPARTMENT OF PUBLIC SAFETY,NA,
VANDALISM / PROPERTY DAMAGE,11/25/13 0:00,2013,11/25,BUSINESS SCHOOL PARKING UNC,NA,
,11/25/13 0:00,2013,11/25,KENAN STADIUM,NA,
,11/25/13 0:00,2013,11/25,HOUSE LIBRARY R B UNC,NA,
,11/25/13 0:00,2013,11/25,BELL TOWER UNC,NA,
,11/25/13 0:00,2013,11/25,COBB PARKING DECK UNC,NA,
SUSPICIOUS CONDITION (CRIMINAL),11/25/13 12:17,2013,11/25,BRANSON ST,NA,
LARCENY OF BICYCLE,11/25/13 13:20,2013,11/25,BAITY HILL UNC,NA,
WARNING OF TRESPASS,11/25/13 13:37,2013,11/25,DAVIS WALTER R LIBRARY UNC,NA,
SUSPICIOUS CONDITION (NON-CRIMINAL),11/25/13 13:55,2013,11/25,GRAHAM STUDENT UNION UNC,NA,
LARCENY OF BICYCLE,11/25/13 14:54,2013,11/25,SITTERSON COMP SCI CTR UNC,NA,
LARCENY - FROM BUILDING,11/25/13 15:33,2013,11/25,RAMS VILLAGE,NA,
,11/25/14 0:00,2014,11/25,MEDICAL DR,NA,
,11/25/14 0:00,2014,11/25,VAN HECKE WETTACH UNC,NA,
,11/25/14 0:00,2014,11/25,MANNING DR / RIDGE RD,NA,
,11/25/14 0:00,2014,11/25,SASB SOUTH UNC,NA,
ALCOHOL - UNDERAGE CONSUMPTION,11/25/14 1:01,2014,11/25,EHRINGHAUS PARKING LOT UNC,NA,ALCOHOL - UNDERAGE CONSUMPTION
LARCENY-ALL OTHER,11/25/14 10:50,2014,11/25,ELECTRIC DIST OPR CTR UNC,NA,
PROPERTY DAMAGE,11/25/14 11:14,2014,11/25,MURRAY HALL UNC,NA,
LARCENY OF BICYCLE,11/25/14 12:49,2014,11/25,THE PIT UNC,NA,
LARCENY,11/25/14 16:06,2014,11/25,DAVIS WALTER R LIBRARY UNC,NA,
LARCENY,11/25/14 17:04,2014,11/25,DAVIS WALTER R LIBRARY UNC,NA,
PROPERTY DAMAGE,11/25/14 19:39,2014,11/25,HOOKER FIELDS UNC,NA,
VANDALISM / PROPERTY DAMAGE,11/25/14 8:17,2014,11/25,CARMICHAEL ARENA UNC,NA,
,11/25/15 0:00,2015,11/25,OLD CHAPEL HILL / WHITE OAK,NA,
,11/25/15 0:00,2015,11/25,BOWLES PARKING LOT UNC,NA,
DRUGS - DRUG VIOLATION,11/25/15 1:45,2015,11/25,JACKSON CIR,NA,
LARCENY-ALL OTHER,11/25/16 0:00,2016,11/25,KENAN STADIUM UNC,NA,
,11/25/16 0:00,2016,11/25,MANNING DR / PAUL HARDIN DR,NA,
,11/25/16 0:00,2016,11/25,KENAN STADIUM UNC,NA,
,11/25/16 0:00,2016,11/25,MCCAULEY ST/SOUTH RD,NA,
,11/25/16 0:00,2016,11/25,MARSICO HALL UNC,NA,
ALCOHOL - UNDERAGE CONSUMPTION,11/25/16 14:04,2016,11/25,STALLINGS EVANS SPORTS MED UNC,NA,ALCOHOL - UNDERAGE CONSUMPTION
RESIST DELAY OBSTRUCT,11/25/16 16:30,2016,11/25,CRAIGE DECK,NA,
INFORMATIONAL,11/25/16 17:19,2016,11/25,PUBLIC SAFETY BUILDING UNC,NA,
FOUND PROPERTY,11/25/16 20:00,2016,11/25,PUBLIC SAFETY BUILDING UNC,NA,
MV THEFT - AUTOMOBILE,11/25/16 21:52,2016,11/25,MANNING PARKING LOT UNC,NA,
ASSAULT - ALL OTHER SIMPLE ASSAULT,11/25/17 19:25,2017,11/25,RAMS VILLAGE,NA,
CONSUMED MARIJUANA BROWNIES,11/25/17 23:26,2017,11/25,OLD WEST RES HALL UNC,RES HALL,
,11/26/13 0:00,2013,11/26,HOSPITALS UNIV OF NC UNC,NA,
,11/26/13 0:00,2013,11/26,AMBULATORY CARE CENTER UNC,NA,
,11/26/13 0:00,2013,11/26,S COLUMBIA ST/MANNING DR,NA,
LARCENY - FROM BUILDING,11/26/13 12:28,2013,11/26,GENETICS MEDICINE RESEARCH UNC,NA,
EMS ASSIST,11/26/13 20:27,2013,11/26,DOGWOOD PARKING DECK UNC,NA,
,11/26/14 0:00,2014,11/26,CHILDERNS HOSPITAL,NA,
EMS ASSIST,11/26/14 18:58,2014,11/26,SITTERSON COMP SCI CTR UNC,NA,
PROPERTY DAMAGE,11/26/15 21:44,2015,11/26,LOUDERMILK CENTER FOR EXC UNC,NA,
,11/26/16 0:00,2016,11/26,CARMICHAEL RES HALL UNC,RES HALL,
VERBAL DISAGREEMENT,11/26/16 11:35,2016,11/26,KENAN STADIUM UNC,NA,
LOST PROPERTY,11/26/16 14:08,2016,11/26,FETZER FIELD UNC,NA,
CALLS FOR SERVICE,11/26/16 9:26,2016,11/26,CRAIGE NORTH RES HALL UNC,RES HALL,
,11/26/17 0:00,2017,11/26,HOSPITALS UNIV OF NC UNC,NA,
EMS ASSIST,11/26/17 14:45,2017,11/26,SOUTH RD / RALEIGH ST,NA,
SUSPICIOUS PERSON,11/27/13 0:00,2013,11/27,KINKS MILL APARMENTS,NA,
,11/27/13 0:00,2013,11/27,MEMORIAL HOSPITAL,NA,
,11/27/13 0:00,2013,11/27,MANNING DR,NA,
SUSPICIOUS CONDITION (NON-CRIMINAL),11/27/13 10:08,2013,11/27,GENOMIC SCIENCES RESEARCH UNC,NA,
MV THEFT - AUTOMOBILE,11/27/13 10:18,2013,11/27,SOUTH RD,NA,
LARCENY OF BICYCLE,11/27/13 10:27,2013,11/27,MORRISON RES HALL UNC,RES HALL,
LARCENY OF BICYCLE,11/27/13 19:47,2013,11/27,HEALTH SCIENCES LIBRARY UNC,NA,
CLERY - ALLEGATION OF RAPE,11/27/15 0:00,2015,11/27,GRANVILLE TOWERS,GRANVILLE,
CLERY - ALLEGATION OF RAPE,11/27/15 0:00,2015,11/27,GRANVILLE TOWERS,GRANVILLE,
,11/27/15 0:00,2015,11/27,MOREHEAD PLANETARIUM UNC,NA,
EMS ASSIST,11/27/15 15:49,2015,11/27,SECU FAMILY HOUSE UNC,NA,
,11/27/16 0:00,2016,11/27,TAYLOR RES HALL UNC,RES HALL,
FOUND PROPERTY,11/27/16 13:50,2016,11/27,MOREHEAD PLANETARIUM UNC,NA,
ASSAULT,11/27/16 2:07,2016,11/27,RALEIGH STREET/E. CAMERON AVENUE,NA,
ASSIST OTHER AGENCY,11/27/16 3:57,2016,11/27,LENIOR DR,NA,
ASSIST OTHER AGENCY,11/27/17 0:00,2017,11/27,SOUTH COLUMBIA/E. FRANKLIN ST,NA,
,11/27/17 0:00,2017,11/27,DOGWOOD PARKING DECK UNC,NA,
VANDALISM / PROPERTY DAMAGE,11/27/17 14:00,2017,11/27,SWAIN UNC,NA,
FOUND PROPERTY,11/27/17 21:20,2017,11/27,PUBLIC SAFETY BUILDING UNC,NA,
EMS ASSIST,11/27/17 22:02,2017,11/27,GRANVILLE TOWERS,GRANVILLE,
,11/28/15 0:00,2015,11/28,PHILLIPS UNC,NA,
LARCENY - FROM MOTOR VEHICLE (B&E),11/28/15 16:30,2015,11/28,ALLEN CENTER UNC,NA,
ALL OTHER OFFENSES AGAINST FAMILY VIOLATING CUSTODY DECREES,11/28/15 16:42,2015,11/28,CAROLINA INN UNC,NA,
,11/28/16 0:00,2016,11/28,MANNING PARKING LOT UNC,NA,
,11/28/16 0:00,2016,11/28,AMBULATORY CARE CENTER UNC,NA,
SUSPICIOUS CONDITION (NON-CRIMINAL),11/28/16 12:29,2016,11/28,VAN HECKE WETTACH UNC,NA,
EMS ASSIST,11/28/16 16:03,2016,11/28,DEY UNC,NA,
VOLUNTARY COMMITMENT,11/28/16 17:01,2016,11/28,AYCOCK FAMILY MEDICINE UNC,NA,
LARCENY - FROM BUILDING,11/28/16 9:26,2016,11/28,HINTON JAMES RES HALL UNC,RES HALL,
CLERY REPORT FONDLING,11/28/17 0:00,2017,11/28,SIGMA NU FRATERNITY,NA,
,11/28/17 0:00,2017,11/28,WILLIAMSON PARKING  LOT,NA,
,11/28/17 0:00,2017,11/28,MASON FARM RD,NA,
,11/28/17 0:00,2017,11/28,COUNTRY CLUB RD / RALEIGH RD,NA,
LARCENY - FROM BUILDING,11/28/17 10:01,2017,11/28,EVERGREEN HOUSE UNC,NA,
ASSIST OTHER AGENCY,11/28/17 11:23,2017,11/28,DOGWOOD PARKING DECK UNC,NA,
FOUND PROPERTY,11/28/17 12:06,2017,11/28,RALEIGH RD LOT,NA,
INFORMATIONAL,11/28/17 19:35,2017,11/28,SPENCER RES HALL UNC,RES HALL,
FOUND PROPERTY,11/28/17 22:35,2017,11/28,HA I CARDINAL PARKING UNC,NA,
,11/29/13 0:00,2013,11/29,FINLEY GOLF COURSE RD,NA,
,11/29/13 0:00,2013,11/29,HA I CARDINAL PARKING UNC,NA,
VANDALISM / PROPERTY DAMAGE,11/29/13 11:44,2013,11/29,MOREHEAD PLANETARIUM UNC,NA,
,11/29/14 0:00,2014,11/29,COUNTRY CLUB RD,NA,
TRESPASSING,11/29/14 13:47,2014,11/29,KENAN STADIUM UNC,NA,
LARCENY-ALL OTHER,11/29/14 15:56,2014,11/29,KENAN STADIUM UNC,NA,
ANIMAL COMPLAINT,11/29/15 17:30,2015,11/29,COUNTRY CLUB RD,NA,
VANDALISM / PROPERTY DAMAGE,11/29/15 20:04,2015,11/29,CAMERON AVE ANNEX 21 UNC,NA,
,11/29/16 0:00,2016,11/29,MLK / MUNICIPAL DR,NA,
INFORMATIONAL,11/29/16 0:15,2016,11/29,OLD WELL UNC,NA,
LARCENY OF BICYCLE,11/29/16 11:46,2016,11/29,MORRISON RES HALL UNC,RES HALL,
EMS ASSIST,11/29/16 11:58,2016,11/29,GARDNER UNC,NA,
LARCENY OF BICYCLE,11/29/16 13:32,2016,11/29,MORRISON RES HALL UNC,RES HALL,
LARCENY - FROM BUILDING,11/29/16 13:54,2016,11/29,MEDICAL BIOMOLECULAR RESEARCH UNC,NA,
LARCENY - FROM BUILDING,11/29/16 14:16,2016,11/29,RAMS VILLAGE,NA,
VANDALISM / PROPERTY DAMAGE,11/29/16 22:03,2016,11/29,PEABODY PARKING LOT UNC,NA,
EMS ASSIST,11/29/16 23:00,2016,11/29,BAITY HILL UNC,NA,
ORDER FOR ARREST,11/29/16 7:42,2016,11/29,S COLUMBIA ST/MCCAULEY ST,NA,
LARCENY - FROM BUILDING,11/29/16 9:38,2016,11/29,MCCOLL BUSINESS SCHOOL UNC,NA,
,11/29/17 0:00,2017,11/29,S COLUMBIA ST/MANNING DR,NA,
,11/29/17 0:00,2017,11/29,HOSPITALS UNIV OF NC UNC,NA,
LOST PROPERTY,11/29/17 10:54,2017,11/29,FINLEY GOLF COURSE RD,NA,
EMS ASSIST,11/29/17 11:56,2017,11/29,THURSTON BOWLES UNC,NA,
SUSPICIOUS CONDITION (NON-CRIMINAL),11/29/17 12:59,2017,11/29,LINEBERGER CANCER RES UNC,NA,
LARCENY OF BICYCLE,11/29/17 13:46,2017,11/29,HORTON RES HALL UNC,RES HALL,
EMS ASSIST,11/29/17 15:48,2017,11/29,RAMS HEAD RECREATION UNC,NA,
EMS ASSIST,11/29/17 9:25,2017,11/29,GRANVILLE TOWERS,GRANVILLE,
NEEDLE DISPOSAL,11/29/17 9:35,2017,11/29,PORTHOLE PARKING LOT UNC,NA,
SUSPICIOUS CONDITION (NON-CRIMINAL),11/3/13 0:20,2013,11/03,BYNUM CIRCLE PARKING LOT UNC,NA,
SUSPICIOUS CONDITION (NON-CRIMINAL),11/3/13 0:22,2013,11/03,LEWIS RES HALL UNC,RES HALL,
EMS ASSIST,11/3/13 1:12,2013,11/03,KOURY RES HALL UNC,RES HALL,
DWI-ALCOHOL,11/3/13 1:44,2013,11/03,PITTSBORO ST / W CAMERON AVE,NA,DWI-ALCOHOL
B&E NON-FORCED ENTRY,11/3/13 10:57,2013,11/03,ALEXANDER RES HALL UNC,RES HALL,
CALLS FOR SERVICE,11/3/13 11:58,2013,11/03,KOURY NATATORIUM UNC,NA,
PHYSICAL ASSAULT W/ SEXUAL MOTIVES,11/3/13 19:35,2013,11/03,MEMORIAL HALL UNC,NA,
ALCOHOL - UNDERAGE CONSUMPTION,11/3/13 3:25,2013,11/03,CRAIGE RES HALL UNC,RES HALL,ALCOHOL - UNDERAGE CONSUMPTION
EMS ASSIST,11/3/13 5:00,2013,11/03,MCIVER RES HALL UNC,RES HALL,
,11/3/14 0:00,2014,11/03,ER VALET LOT,NA,
LARCENY - FROM BUILDING,11/3/14 21:01,2014,11/03,PEABODY UNC,NA,
INFORMATIONAL,11/3/15 0:00,2015,11/03,GRAHAM STUDENT UNION UNC,NA,
,11/3/15 0:00,2015,11/03,MANNING DR/EAST DR,NA,
,11/3/15 0:00,2015,11/03,HOSPITALS UNIV OF NC UNC,NA,
,11/3/15 0:00,2015,11/03,COBB PARKING DECK UNC,NA,
,11/3/15 0:00,2015,11/03,AMBULATORY CARE CENTER UNC,NA,
TRESPASS WARNING,11/3/15 0:26,2015,11/03,DOGWOOD PARKING DECK UNC,NA,
INFORMATIONAL,11/3/15 1:04,2015,11/03,RUFFIN RES HALL UNC,RES HALL,
DISORDERLY CONDUCT,11/3/15 1:39,2015,11/03,HOUSE LIBRARY R B UNC,NA,
EMS ASSIST,11/3/15 11:13,2015,11/03,HOSPITALS UNIV OF NC UNC,NA,
INFORMATIONAL,11/3/15 14:31,2015,11/03,PUBLIC SAFETY BUILDING UNC,NA,
FRAUD - OBTAINING MONEY/PROPERTY BY FALSE PRETENSE,11/3/15 16:42,2015,11/03,PUBLIC SAFETY BUILDING UNC,NA,
FRAUD - WORTHLESS CHECK,11/3/15 18:39,2015,11/03,MASON FARM ROAD 1301 UNC,NA,
INFORMATIONAL,11/3/15 19:10,2015,11/03,AYCOCK RES HALL UNC,RES HALL,
PEEPING,11/3/15 2:21,2015,11/03,MORRISON RES HALL UNC,RES HALL,
,11/3/16 0:00,2016,11/03,S COLUMBIA ST/MANNING DR,NA,
,11/3/16 0:00,2016,11/03,HOSPITALS UNIV OF NC UNC,NA,
FOUND PROPERTY,11/3/16 1:20,2016,11/03,SCHL OF GOV PARKING DECK UNC,NA,
EMS ASSIST,11/3/16 12:10,2016,11/03,CVS PLAZA UNC,NA,
SUSPICIOUS CONDITION (NON-CRIMINAL),11/3/16 13:56,2016,11/03,CRAIGE DECK,NA,
EMS ASSIST,11/3/16 14:21,2016,11/03,HOSPITALS UNIV OF NC UNC,NA,
LARCENY - FROM MOTOR VEHICLE (B&E),11/3/16 20:29,2016,11/03,MANNING PARKING LOT UNC,NA,
EMS ASSIST,11/3/16 22:12,2016,11/03,RAM VILLAGE 5 AT 520 WILLIAMSON UNC,NA,
DRUG COMPLAINT,11/3/16 9:27,2016,11/03,RAM VILLAGE 5 AT 520 WILLIAMSON UNC,NA,
,11/3/17 0:00,2017,11/03,FRIDAY CENTER DR,NA,
,11/3/17 0:00,2017,11/03,RAMS HEAD PARKING DECK UNC,NA,
,11/3/17 0:00,2017,11/03,HOSPITALS UNIV OF NC UNC,NA,
INFORMATIONAL,11/3/17 10:39,2017,11/03,CARR UNC,NA,
FOUND PROPERTY,11/3/17 14:12,2017,11/03,MANGUM RES HALL UNC,RES HALL,
INVOLUNTARY COMMITMENT,11/3/17 15:56,2017,11/03,AYCOCK FAMILY MEDICINE UNC,NA,
FOUND PROPERTY,11/3/17 16:08,2017,11/03,CHATHAM PR,NA,
FOUND PROPERTY,11/3/17 16:46,2017,11/03,HOSPITAL HANDICAP PARKING,NA,
LARCENY OF BICYCLE,11/3/17 18:33,2017,11/03,FETZER GYM ROBERT A UNC,NA,
DRUGS - EQUIPMENT/PARAPHERNALIA,11/3/17 22:24,2017,11/03,LEWIS RES HALL UNC,RES HALL,
SUSPICIOUS CONDITION (NON-CRIMINAL),11/3/17 23:24,2017,11/03,GENOMIC SCIENCES RESEARCH UNC,NA,
EMS ASSIST,11/3/17 9:37,2017,11/03,GREENLAW UNC,NA,
FIRST DEGREE TRESPASSING,11/30/13 0:00,2013,11/30,KENAN STADIUM UNC,NA,
INFORMATIONAL,11/30/13 0:00,2013,11/30,KENAN STADIUM UNC,NA,
,11/30/13 0:00,2013,11/30,PITTSBORO ST / MCCAULEY ST,NA,
,11/30/13 0:00,2013,11/30,KENAN STADIUM UNC,NA,
EMS ASSIST,11/30/13 13:09,2013,11/30,RALEIGH ST,NA,
DWI-ALCOHOL,11/30/13 15:50,2013,11/30,SKIPPER BOWLES DR,NA,DWI-ALCOHOL
EMS ASSIST,11/30/13 19:14,2013,11/30,FETZER FIELD UNC,NA,
DWI-ALCOHOL,11/30/14 0:00,2014,11/30,RALEIGH RD/NC 54 E,NA,DWI-ALCOHOL
,11/30/14 0:00,2014,11/30,FRATERNITY COURT,NA,
,11/30/14 0:00,2014,11/30,SKIPPER BOWLES DR,NA,
EMS ASSIST,11/30/14 15:05,2014,11/30,LENOIR UNC,NA,
EMS ASSIST,11/30/14 20:45,2014,11/30,S COLUMBIA ST/FRATERNITY CT,NA,
VOLUNTARY COMMITMENT,11/30/15 13:20,2015,11/30,PARKER RES HALL UNC,RES HALL,
LARCENY - FROM BUILDING,11/30/15 15:13,2015,11/30,MACNIDER UNC,NA,
EMS ASSIST,11/30/15 2:13,2015,11/30,CAROLINA INN UNC,NA,
LARCENY - FROM BUILDING,11/30/15 9:14,2015,11/30,LOUDERMILK CENTER FOR EXC UNC,NA,
,11/30/16 0:00,2016,11/30,KENAN STADIUM UNC,NA,
,11/30/16 0:00,2016,11/30,MANNING DR/WEST DR,NA,
LOST PROPERTY,11/30/16 14:15,2016,11/30,WILSON LIBRARY UNC,NA,
HARASSMENT,11/30/16 15:56,2016,11/30,PAUL HARDIN DR,NA,
VANDALISM / PROPERTY DAMAGE,11/30/16 16:38,2016,11/30,MCGAVRAN GREENBERG HALL UNC,NA,
INFORMATIONAL,11/30/16 16:40,2016,11/30,KENAN FOOTBALL STADIUM,NA,
EMS ASSIST,11/30/16 17:57,2016,11/30,KOURY NATATORIUM UNC,NA,
EMS ASSIST,11/30/16 18:19,2016,11/30,MANNING DR / HOSPITAL,NA,
VOLUNTARY COMMITMENT,11/30/16 20:20,2016,11/30,HARDIN RES HALL UNC,RES HALL,
EMS ASSIST,11/30/16 5:19,2016,11/30,HORTON RES HALL UNC,RES HALL,
