crime_category,crime_type,chrgcnt,ucr,district,beat_number,map_reference,incident_number,time_from,time_to,date_from,date_to,crimeday,location_category,lat,lon,apartment_complex,residential_subdivision,activity_date,phxrecordstatus,phxcommunity,phxstatus,record,offensecategory,violentproperty,domestic,location,radio,street
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,112,P083,17006305,0001-01-01 20:15:07+00:00,0001-01-01 20:15:08+00:00,7/25/2017,7/25/2017,TUESDAY,TOWN OWNED,35.76907489,-78.74435858,WOODCREEK APTS.,,3-Jan-11,Active,Yes,Active,21435,Drugs,Part II,N,35.769074893; -78.74435858,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,112,P083,17008081,0001-01-01 23:42:34+00:00,0001-01-01 23:43:35+00:00,9/18/2017,9/18/2017,MONDAY,TOWN OWNED,35.76277194,-78.74571456,,,,,No,,21440,Drugs,Part II,N,35.762771941; -78.74571456,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,113,P030,16008811,0001-01-01 21:20:49+00:00,0001-01-01 21:20:50+00:00,10/13/2016,10/13/2016,THURSDAY,TOWN OWNED,35.80143263,-78.76767745,,,,,No,,21468,Drugs,Part II,N,35.801432634; -78.76767745,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,113,P032,16009277,0001-01-01 21:14:59+00:00,0001-01-01 21:15:00+00:00,10/13/2016,10/13/2016,THURSDAY,TOWN OWNED,35.7961189,-78.78307058,,,,,No,,21506,Drugs,Part II,N,35.796118904; -78.78307058,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,113,P032,16009858,0001-01-01 11:20:44+00:00,0001-01-01 11:20:45+00:00,11/16/2016,11/16/2016,WEDNESDAY,TOWN OWNED,35.79139552,-78.78282951,,TCAP ZONE,,,No,,21507,Drugs,Part II,N,35.791395518; -78.78282951,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,113,P034,16011225,0001-01-01 12:00:00+00:00,0001-01-01 12:00:00+00:00,12/26/2016,12/26/2016,MONDAY,TOWN OWNED,35.79472641,-78.75086152,,CENTRAL ZONE,,,No,,21541,Drugs,Part II,N,35.794726405; -78.75086152,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,113,P034,17004589,0001-01-01 03:00:19+00:00,0001-01-01 03:00:20+00:00,5/30/2017,5/30/2017,TUESDAY,TOWN OWNED,35.7951311,-78.76344038,,TCAP ZONE,,,No,,21544,Drugs,Part II,N,35.795131097; -78.76344038,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,113,P060,17006523,0001-01-01 09:50:00+00:00,0001-01-01 10:53:00+00:00,8/2/2017,8/2/2017,WEDNESDAY,TOWN OWNED,35.78974193,-78.77963612,,TOWN HALL CAMPUS,,,No,,21588,Drugs,Part II,N,35.789741928; -78.77963612,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,114,P036,17002845,0001-01-01 17:43:00+00:00,0001-01-01 17:43:00+00:00,4/4/2017,4/4/2017,TUESDAY,TOWN OWNED,35.77785511,-78.8011388,,MAYNARD LOOP ZONE,,,No,,21686,Drugs,Part II,N,35.777855106; -78.8011388,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,114,P065,16010341,0001-01-01 16:11:33+00:00,0001-01-01 16:11:34+00:00,12/1/2016,12/1/2016,THURSDAY,TOWN OWNED,35.7891245,-78.82530122,MARQUIS AT PRESTON APTS.,MARQUIS AT PRESTON APTS,,Inactive,Yes,Inactive,21717,Drugs,Part II,N,35.789124495; -78.82530122,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,114,P065,17004063,0001-01-01 23:46:11+00:00,0001-01-01 23:46:12+00:00,5/13/2017,5/13/2017,SATURDAY,TOWN OWNED,35.78705991,-78.82686596,,GENISIS UNITED METHODIST CHURC,,,No,,21718,Drugs,Part II,N,35.78705991; -78.82686596,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,115,P005,16010109,0001-01-01 22:15:00+00:00,0001-01-01 22:20:00+00:00,11/23/2016,11/23/2016,WEDNESDAY,TOWN OWNED,35.74669262,-78.77557695,,,,,No,,21727,Drugs,Part II,N,35.746692618; -78.77557695,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,115,P006,17002363,0001-01-01 13:39:52+00:00,0001-01-01 13:39:53+00:00,3/20/2017,3/20/2017,MONDAY,TOWN OWNED,35.76360483,-78.78971311,,MATCH POINT VILLAGE TWNHMS,,,No,,21736,Drugs,Part II,N,35.763604828; -78.78971311,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,115,P006,17004360,0001-01-01 23:11:55+00:00,0001-01-01 23:11:56+00:00,5/22/2017,5/22/2017,MONDAY,TOWN OWNED,35.76004433,-78.79619401,,HARBOUR TOWNE,,,No,,21737,Drugs,Part II,N,35.760044326; -78.79619401,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,115,P042,17002952,0001-01-01 02:00:00+00:00,0001-01-01 18:14:00+00:00,4/7/2017,4/7/2017,FRIDAY,TOWN OWNED,35.75057313,-78.78435457,,MACGREGOR DOWNS,,,No,,21809,Drugs,Part II,N,35.750573127; -78.78435457,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,115,P044,17007588,0001-01-01 01:12:31+00:00,0001-01-01 01:13:03+00:00,9/3/2017,9/3/2017,SUNDAY,TOWN OWNED,35.73971684,-78.77993913,,,,,No,,21817,Drugs,Part II,N,35.739716842; -78.77993913,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,116,P051,17004769,0001-01-01 14:49:00+00:00,0001-01-01 14:49:00+00:00,6/4/2017,6/4/2017,SUNDAY,TOWN OWNED,35.66720949,-78.76494812,,MIDDLE CREEK HIGH SCHOOL,,,No,,21873,Drugs,Part II,N,35.667209491; -78.76494812,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,116,P053,17002348,0001-01-01 17:15:59+00:00,0001-01-01 17:16:00+00:00,3/19/2017,3/19/2017,SUNDAY,TOWN OWNED,35.7354614,-78.78358612,,CRESCENT COMMONS OFFICE PARK,,,No,,21906,Drugs,Part II,N,35.735461395; -78.78358612,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,116,P053,17003427,0001-01-01 19:21:26+00:00,0001-01-01 19:21:27+00:00,4/24/2017,4/24/2017,MONDAY,TOWN OWNED,35.73727211,-78.78216601,,CRESCENT COMMONS SHOP CENTER,,,No,,21907,Drugs,Part II,N,35.737272111; -78.78216601,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,116,P053,17004082,0001-01-01 19:30:00+00:00,0001-01-01 19:49:00+00:00,5/14/2017,5/14/2017,SUNDAY,TOWN OWNED,35.73727211,-78.78216601,,CRESCENT COMMONS SHOP CENTER,,,No,,21909,Drugs,Part II,N,35.737272111; -78.78216601,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D2,117,P001,17000907,0001-01-01 10:37:01+00:00,0001-01-01 10:37:02+00:00,1/31/2017,1/31/2017,TUESDAY,TOWN OWNED,35.78102418,-78.82537225,,FRED G BOND PARK,,,No,,21920,Drugs,Part II,N,35.781024183; -78.82537225,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D2,117,P009,16010320,0001-01-01 07:15:00+00:00,0001-01-01 07:15:00+00:00,12/1/2016,12/1/2016,THURSDAY,TOWN OWNED,35.7640586,-78.82293385,,,,,No,,21935,Drugs,Part II,N,35.764058597; -78.82293385,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D2,117,P010,17004685,0001-01-01 23:11:00+00:00,0001-01-01 23:11:00+00:00,6/1/2017,6/1/2017,THURSDAY,TOWN OWNED,35.76710213,-78.83018904,,FOXWERTH,,,No,,21942,Drugs,Part II,N,35.767102132; -78.83018904,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D2,117,P018,17008017,0001-01-01 20:19:24+00:00,0001-01-01 20:19:25+00:00,9/16/2017,9/16/2017,SATURDAY,TOWN OWNED,35.78924488,-78.82980536,,,,,No,,21975,Drugs,Part II,N,35.789244883; -78.82980536,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D2,117,P064,17004977,0001-01-01 14:39:00+00:00,0001-01-01 14:39:00+00:00,6/11/2017,6/11/2017,SUNDAY,TOWN OWNED,35.77661725,-78.83657713,,,,,No,,21991,Drugs,Part II,N,35.776617254; -78.83657713,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D2,117,P118,17004755,0001-01-01 23:45:00+00:00,0001-01-01 23:45:00+00:00,6/3/2017,6/3/2017,SATURDAY,TOWN OWNED,35.77339317,-78.89098387,,MANOR AT GREEN LEVEL CROSSING,,,No,,22051,Drugs,Part II,N,35.773393166; -78.89098387,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,118,P004,17007775,0001-01-01 12:05:53+00:00,0001-01-01 12:05:54+00:00,9/9/2017,9/9/2017,SATURDAY,TOWN OWNED,35.74732271,-78.76488393,,WELLINGTON  PARK UNDEV,,,No,,22082,Drugs,Part II,N,35.747322709; -78.76488393,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,118,P046,17006163,0001-01-01 12:00:00+00:00,0001-01-01 12:00:00+00:00,7/19/2017,7/19/2017,WEDNESDAY,TOWN OWNED,35.74567207,-78.73771808,,,,,No,,22131,Drugs,Part II,N,35.745672067; -78.73771808,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,118,P046,17007123,0001-01-01 12:39:10+00:00,0001-01-01 12:39:11+00:00,8/20/2017,8/20/2017,SUNDAY,TOWN OWNED,35.74436593,-78.74281903,,COLONIAL BAPTIST CHURCH,,,No,,22132,Drugs,Part II,N,35.744365927; -78.74281903,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,118,P047,17006430,0001-01-01 10:59:49+00:00,0001-01-01 10:59:50+00:00,7/30/2017,7/30/2017,SUNDAY,TOWN OWNED,35.73422147,-78.75282521,,CAMDEN FOREST,,,No,,22143,Drugs,Part II,Y,35.734221474; -78.75282521,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D2,119,P074,16009976,0001-01-01 23:19:00+00:00,0001-01-01 23:19:00+00:00,11/19/2016,11/19/2016,SATURDAY,TOWN OWNED,35.86095369,-78.89622502,,,,,No,,22175,Drugs,Part II,N,35.860953686; -78.89622502,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D2,119,P091,16009506,0001-01-01 23:25:01+00:00,0001-01-01 23:25:02+00:00,11/4/2016,11/4/2016,FRIDAY,TOWN OWNED,35.84082425,-78.88648434,,,,,No,,22235,Drugs,Part II,N,35.840824249; -78.88648434,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,120,P002,17005818,0001-01-01 21:38:27+00:00,0001-01-01 21:38:28+00:00,7/9/2017,7/9/2017,SUNDAY,TOWN OWNED,35.79045585,-78.75362447,,SOCCER PARK,,,No,,22254,Drugs,Part II,N,35.790455854; -78.75362447,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,120,P055,17003790,0001-01-01 13:30:42+00:00,0001-01-01 13:30:43+00:00,5/5/2017,5/5/2017,FRIDAY,TOWN OWNED,35.79161,-78.76515983,,CHATHAM SQUARE SHOPPING CENTER,,,No,,22277,Drugs,Part II,N,35.791609999; -78.76515983,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,120,P057,17001473,0001-01-01 18:06:05+00:00,0001-01-01 18:06:06+00:00,2/21/2017,2/21/2017,TUESDAY,TOWN OWNED,35.7800839,-78.76119933,OXFORD SQUARE APTS.,OXFORD SQUARE APARTMENTS,24-Aug-11,Active,Yes,Active,22309,Drugs,Part II,N,35.780083903; -78.76119933,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,120,P061,17001378,0001-01-01 12:44:00+00:00,0001-01-01 13:05:00+00:00,2/15/2017,2/15/2017,WEDNESDAY,TOWN OWNED,35.77585992,-78.76296279,,,,,No,,22377,Drugs,Part II,N,35.775859924; -78.76296279,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D2,121,P070,16010011,0001-01-01 09:45:00+00:00,0001-01-01 10:00:00+00:00,11/21/2016,11/21/2016,MONDAY,TOWN OWNED,35.80538981,-78.86673437,,GREEN HOPE HIGH SCHOOL,,,No,,22487,Drugs,Part II,N,35.805389811; -78.86673437,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D2,121,P070,16010016,0001-01-01 13:30:00+00:00,0001-01-01 13:30:01+00:00,11/21/2016,11/21/2016,MONDAY,TOWN OWNED,35.80538981,-78.86673437,,GREEN HOPE HIGH SCHOOL,,,No,,22488,Drugs,Part II,N,35.805389811; -78.86673437,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D2,121,P079,17005402,0001-01-01 22:40:00+00:00,0001-01-01 22:40:00+00:00,6/25/2017,6/25/2017,SUNDAY,TOWN OWNED,35.81356431,-78.8480689,,DAVIS VILLAGE,,,No,,22509,Drugs,Part II,N,35.813564305; -78.8480689,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D2,122,P081,17006551,0001-01-01 20:14:55+00:00,0001-01-01 20:14:56+00:00,8/2/2017,8/2/2017,WEDNESDAY,TOWN OWNED,35.81314634,-78.90588047,,WATERFORD AT CARY PARK,,,No,,22533,Drugs,Part II,N,35.81314634; -78.90588047,Everything,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D1,111,P029,16010975,0001-01-01 01:37:49+00:00,0001-01-01 01:37:49+00:00,12/19/2016,12/19/2016,MONDAY,TOWN OWNED,35.8269809,-78.77258532,APARTMENTS AT THE  ARBORETUM,ARBORETUM,,,,,,,,,,,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D3,112,P003,17002053,0001-01-01 02:54:34+00:00,0001-01-01 02:54:35+00:00,3/10/2017,3/10/2017,FRIDAY,TOWN OWNED,35.77005785,-78.75837912,,IVY MEADOWS,,,No,,22710,Drugs,Part II,N,35.770057848; -78.75837912,Everything,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D3,112,P027,17004064,0001-01-01 01:17:56+00:00,0001-01-01 01:18:57+00:00,5/14/2017,5/14/2017,SUNDAY,TOWN OWNED,35.74861325,-78.77190784,,,,,No,,22725,Drugs,Part II,N,35.748613249; -78.77190784,Everything,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D1,113,P030,17003973,0001-01-01 22:15:00+00:00,0001-01-01 22:15:00+00:00,5/10/2017,5/10/2017,WEDNESDAY,TOWN OWNED,35.80773356,-78.77095863,,,,,No,,22815,Drugs,Part II,N,35.807733564; -78.77095863,Everything,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D1,113,P032,17006279,0001-01-01 06:27:24+00:00,0001-01-01 06:27:25+00:00,7/25/2017,7/25/2017,TUESDAY,TOWN OWNED,35.80471583,-78.78056788,,HARRISON POINTE SHOP CENTER,,,No,,22839,Drugs,Part II,N,35.804715826; -78.78056788,Everything,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D1,113,P032,17007011,0001-01-01 22:42:19+00:00,0001-01-01 22:42:20+00:00,8/16/2017,8/16/2017,WEDNESDAY,TOWN OWNED,35.79512405,-78.77850319,,KINGS WOOD SUB,,,No,,22841,Drugs,Part II,N,35.795124052; -78.77850319,Everything,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D1,113,P032,17007949,0001-01-01 13:16:05+00:00,0001-01-01 13:16:06+00:00,9/14/2017,9/14/2017,THURSDAY,TOWN OWNED,35.79173012,-78.78328258,,,,,No,,22842,Drugs,Part II,N,35.791730121; -78.78328258,Everything,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D1,113,P034,16011225,0001-01-01 12:00:00+00:00,0001-01-01 12:00:00+00:00,12/26/2016,12/26/2016,MONDAY,TOWN OWNED,35.79472641,-78.75086152,,CENTRAL ZONE,,,No,,22867,Drugs,Part II,N,35.794726405; -78.75086152,Everything,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D1,114,P036,17002241,0001-01-01 07:00:00+00:00,0001-01-01 15:45:00+00:00,3/15/2017,3/16/2017,THURSDAY,TOWN OWNED,35.78539601,-78.79272512,,SAMUELS KEEP TOWNHOMES,,,No,,22928,Drugs,Part II,N,35.785396005; -78.79272512,Everything,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D1,114,P063,17000970,0001-01-01 07:25:06+00:00,0001-01-01 07:25:07+00:00,2/2/2017,2/2/2017,THURSDAY,TOWN OWNED,35.79559516,-78.80106695,,WEATHERFIELD INDUSTRIAL PARK,,,No,,22937,Drugs,Part II,N,35.795595156; -78.80106695,Everything,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D1,114,P065,16010341,0001-01-01 16:11:33+00:00,0001-01-01 16:11:34+00:00,12/1/2016,12/1/2016,THURSDAY,TOWN OWNED,35.7891245,-78.82530122,MARQUIS AT PRESTON APTS.,MARQUIS AT PRESTON APTS,,Inactive,Yes,Inactive,22951,Drugs,Part II,N,35.789124495; -78.82530122,Everything,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D3,115,P006,17002019,0001-01-01 07:00:00+00:00,0001-01-01 10:00:00+00:00,3/9/2017,3/9/2017,THURSDAY,TOWN OWNED,35.75873539,-78.78568062,,PARKS OF KILDAIRE,,,No,,22962,Drugs,Part II,N,35.758735393; -78.78568062,Everything,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D3,115,P006,17002758,0001-01-01 22:50:39+00:00,0001-01-01 22:52:00+00:00,4/1/2017,4/1/2017,SATURDAY,TOWN OWNED,35.76097336,-78.79319176,,HARBOUR TOWNE,,,No,,22963,Drugs,Part II,N,35.760973355; -78.79319176,Everything,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D3,115,P037,17000195,0001-01-01 01:00:00+00:00,0001-01-01 01:30:00+00:00,1/7/2017,1/7/2017,SATURDAY,TOWN OWNED,35.76555184,-78.80403429,,SCOTTISH HILLS,,,No,,22969,Drugs,Part II,N,35.765551835; -78.80403429,Everything,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D3,115,P039,17006293,0001-01-01 13:28:01+00:00,0001-01-01 13:28:02+00:00,7/25/2017,7/25/2017,TUESDAY,TOWN OWNED,35.76586005,-78.78724438,ARBORS AT CARY,,16-Mar-11,Active,Yes,Active,22998,Drugs,Part II,N,35.765860047; -78.78724438,Everything,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D3,115,P040,17001166,0001-01-01 19:14:00+00:00,0001-01-01 21:40:00+00:00,2/8/2017,2/8/2017,WEDNESDAY,TOWN OWNED,35.75496506,-78.8154857,,HIGHLANDS,,,,,,,,,,,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D3,116,P051,17002167,0001-01-01 22:50:00+00:00,0001-01-01 22:50:00+00:00,3/13/2017,3/13/2017,MONDAY,TOWN OWNED,35.66676164,-78.76070729,,MIDDLE CREEK HIGH SCHOOL,,,No,,23039,Drugs,Part II,N,35.666761638; -78.76070729,Everything,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D3,116,P051,17004769,0001-01-01 14:49:00+00:00,0001-01-01 14:49:00+00:00,6/4/2017,6/4/2017,SUNDAY,TOWN OWNED,35.66720949,-78.76494812,,MIDDLE CREEK HIGH SCHOOL,,,No,,23041,Drugs,Part II,N,35.667209491; -78.76494812,Everything,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D3,116,P053,17003427,0001-01-01 19:21:26+00:00,0001-01-01 19:21:27+00:00,4/24/2017,4/24/2017,MONDAY,TOWN OWNED,35.73727211,-78.78216601,,CRESCENT COMMONS SHOP CENTER,,,No,,23064,Drugs,Part II,N,35.737272111; -78.78216601,Everything,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D2,117,P071,16010973,0001-01-01 20:58:08+00:00,0001-01-01 20:58:09+00:00,12/18/2016,12/18/2016,SUNDAY,TOWN OWNED,35.77366958,-78.85232412,,PARK VILLAGE,,,No,,23144,Drugs,Part II,N,35.773669582; -78.85232412,Everything,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D2,117,P071,16011290,0001-01-01 12:00:00+00:00,0001-01-01 12:10:00+00:00,12/29/2016,12/29/2016,THURSDAY,TOWN OWNED,35.77300079,-78.86803507,,BROOKSTONE,,,No,,23145,Drugs,Part II,N,35.773000788; -78.86803507,Everything,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D3,118,P047,17006430,0001-01-01 10:59:49+00:00,0001-01-01 10:59:50+00:00,7/30/2017,7/30/2017,SUNDAY,TOWN OWNED,35.73422147,-78.75282521,,CAMDEN FOREST,,,No,,23194,Drugs,Part II,Y,35.734221474; -78.75282521,Everything,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D2,119,P074,16009976,0001-01-01 23:19:00+00:00,0001-01-01 23:19:00+00:00,11/19/2016,11/19/2016,SATURDAY,TOWN OWNED,35.86095369,-78.89622502,,,,,No,,23214,Drugs,Part II,N,35.860953686; -78.89622502,Everything,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D2,119,P124,17007118,0001-01-01 22:24:00+00:00,0001-01-01 22:24:00+00:00,8/19/2017,8/19/2017,SATURDAY,TOWN OWNED,35.84640039,-78.88789076,,PARKSIDE TOWN COMMONS,,,No,,23244,Drugs,Part II,N,35.846400394; -78.88789076,Everything,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D1,120,P002,17004268,0001-01-01 23:15:55+00:00,0001-01-01 23:15:56+00:00,5/19/2017,5/19/2017,FRIDAY,TOWN OWNED,35.79108456,-78.76337422,,CENTRAL ZONE,,,No,,23250,Drugs,Part II,N,35.791084558; -78.76337422,Everything,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D1,120,P055,17001970,0001-01-01 22:11:33+00:00,0001-01-01 22:11:34+00:00,3/7/2017,3/7/2017,TUESDAY,TOWN OWNED,35.79202765,-78.76805852,,TCAP ZONE,,,No,,23269,Drugs,Part II,N,35.792027646; -78.76805852,Everything,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D1,120,P055,17004975,0001-01-01 04:22:00+00:00,0001-01-01 04:22:00+00:00,5/11/2017,5/11/2017,THURSDAY,TOWN OWNED,35.78934326,-78.77228106,,TCAP ZONE,,,No,,23270,Drugs,Part II,N,35.789343259; -78.77228106,Everything,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D1,120,P061,17002721,0001-01-01 16:56:13+00:00,0001-01-01 16:56:14+00:00,3/31/2017,3/31/2017,FRIDAY,TOWN OWNED,35.77487972,-78.76557924,,CARY VILLAGE SQUARE,,,No,,23327,Drugs,Part II,N,35.774879718; -78.76557924,Everything,
ALL OTHER,DRUGS - EQUIP/PARAPHERNALIA - POSSESSING/CONCEALING EQUIPMEN,,1834,D1,120,P121,17001207,0001-01-01 20:30:00+00:00,0001-01-01 20:50:59+00:00,2/9/2017,2/9/2017,THURSDAY,TOWN OWNED,35.77385099,-78.75931174,,CARY TOWNE CENTER,,,No,,23358,Drugs,Part II,N,35.77385099; -78.75931174,Everything,
